,count,word,neighbourhood
833,2,retro,West Woodland
834,2,light,West Woodland
835,2,full,West Woodland
836,2,newly,West Woodland
837,2,clos,West Woodland
838,2,brandnew,West Woodland
839,2,centrally,West Woodland
840,2,phinneyballard,West Woodland
841,2,fremont,West Woodland
842,2,charmer,West Woodland
843,2,bungalow,West Woodland
844,2,zeroenergy,West Woodland
845,2,bath,West Woodland
846,2,upper,West Woodland
847,1,remodelballard,West Woodland
848,1,charmernew,West Woodland
849,1,inside,West Woodland
850,1,comfortable,West Woodland
851,1,wqueen,West Woodland
852,1,seat,West Woodland
853,1,escape,West Woodland
854,1,back,West Woodland
855,1,rec,West Woodland
856,1,best,West Woodland
857,1,foot,West Woodland
858,1,microbreweries,West Woodland
859,1,hidde,West Woodland
860,1,tow,West Woodland
861,1,privat,West Woodland
862,1,th,West Woodland
863,1,walkable,West Woodland
864,1,upstair,West Woodland
865,1,remodeled,West Woodland
866,1,craftsmen,West Woodland
867,1,la,West Woodland
868,1,breakfast,West Woodland
869,1,url,West Woodland
870,1,style,West Woodland
871,1,airstream,West Woodland
872,1,corner,West Woodland
873,1,parking,West Woodland
874,1,everything,West Woodland
875,1,live,West Woodland
876,1,story,West Woodland
877,1,twobedroom,West Woodland
878,1,furnished,West Woodland
879,1,sleeps,West Woodland
880,1,dist,West Woodland
881,1,hip,West Woodland
882,1,line,West Woodland
883,1,privrm,West Woodland
884,1,views,West Woodland
885,1,southern,West Woodland
886,1,soft,West Woodland
887,1,quit,West Woodland
888,1,classicconvenientpriv,West Woodland
889,1,homeawayfrom,West Woodland
890,1,minihome,West Woodland
891,1,miles,West Woodland
892,1,split,West Woodland
893,1,accommodates,West Woodland
894,1,welcome,West Woodland
895,1,fully,West Woodland
896,1,entire,West Woodland
897,1,retreat,West Woodland
898,23,queen,East Queen Anne
899,21,anne,East Queen Anne
900,19,view,East Queen Anne
901,18,apartment,East Queen Anne
902,14,lake,East Queen Anne
903,13,location,East Queen Anne
904,13,home,East Queen Anne
905,12,seattle,East Queen Anne
906,11,union,East Queen Anne
907,10,downtown,East Queen Anne
908,9,condo,East Queen Anne
909,9,spacious,East Queen Anne
910,9,apt,East Queen Anne
911,8,bedroom,East Queen Anne
912,7,cozy,East Queen Anne
913,6,located,East Queen Anne
914,6,top,East Queen Anne
915,6,private,East Queen Anne
916,5,large,East Queen Anne
917,5,right,East Queen Anne
918,5,quiet,East Queen Anne
919,5,great,East Queen Anne
920,5,craftsman,East Queen Anne
921,4,place,East Queen Anne
