city,name,latitude,longitude,url
SF,fisherman's wharf,37.80811,-122.4253858,https://static1.squarespace.com/static/561c0052e4b0faa1a2071248/t/586c17ef29687f868b70cedb/1483479037146/Fisherman%27s+Wharf-+Crab+Wheel+%26+Street+Car.gif?format=1500w
SF,Chinatown,37.7940865,-122.4093256,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/1_chinatown_san_francisco_arch_gateway.JPG/250px-1_chinatown_san_francisco_arch_gateway.JPG
SF,Palace of Fine Arts Theatre,37.8028347,-122.4483876,http://2nbtoy3u3qzf34dru617v1vs.wpengine.netdna-cdn.com/wp-content/uploads/2016/06/explore-san-francisco-palace-of-fine-arts.jpg.rend_.tccom_.1280.960-933x700.jpeg
SF,The Castro,37.7625414,-122.4449224,https://s-media-cache-ak0.pinimg.com/originals/b5/e4/a4/b5e4a4948cb4c09b8360f2ea7beb6711.jpg
SF,Twin Peaks,37.752514,-122.449757,http://www.sftodo.com/images/twinpeaks/tp/twin-peaks-market-street-v2.jpg
